Asset ID,Title,Thumbnail URL,Downloads,Downloads/Month,Creator,Creator ID,Category,Media Type,Content Type,Premium,Dimensions,Creation Date,Keywords,Adobe Stock URL
1903330799,"Businessman Poised at the Threshold of Progress: A Visual Metaphor for Ambition, Achievement, and the Bright Future Ahead. Ideal for Success, Leadership, and Motivation Concepts",https://t4.ftcdn.net/jpg/19/03/33/07/240_F_1903330799_ShUy8UjSP5EK6SP8XLtqbz7D9d7gIFY5.jpg,1,0.9,"Oleksandr",209031060,"Business",Photo,image/jpeg,Standard,6144 x 3504,6 Feb 2026,"businessman, arrow, success, business, future, man, suit, upward, growth, opportunity, achievement, career, motivation, ambition, direction, leader, leadership, vision, progress, white, light, dark, corporate, male, professional, strategy, target, forward, plan, aim, walk, achieving, explore, decide, innovation, inspiration, bright, challenge, decision, guidance, path, way, aspiration, determination, hope",https://stock.adobe.com/stock-photo/id/1903330799
1942035529,"Dedicated worker install drainage pipes within a residential renovation project, ensuring proper water flow and sanitation in the new home",https://t4.ftcdn.net/jpg/19/42/03/55/240_F_1942035529_hnwDTrcIXiHeTqc2QFhBkdqLw0GChXKj.jpg,1,1,"Oleksandr",209031060,"People",Illustration,image/jpeg,Standard,6144 x 3504,9 Mar 2026,"plumber, men at work, man, install, pipe, drainage, repair, fix, service, construction, renovation, home, improvement, housing, residential, interior, system, plumbing, tool, wrench, glove, uniform, kneel, work, project, skill, professional, diligent, technical, hand, building, industry, maintenance, solution, engineer, craftsman, masculine, blue, grey, indoor, trade, occupation, expert, development, handyman",https://stock.adobe.com/stock-photo/id/1942035529
1942031914,"School cafeteria scene with a server dishing out food to cheerful children waiting in line with colorful lunch trays, highlighting healthy eating and education",https://t4.ftcdn.net/jpg/19/42/03/19/240_F_1942031914_tRXpC7E9kqmEipNvuN7F402EiWGqYKcY.jpg,1,1,"Oleksandr",209031060,"Buildings and Architecture",Illustration,image/jpeg,Standard,6144 x 3504,9 Mar 2026,"cafeteria, school, children, student, server, lunch, food, line, queue, meal, dish, colourful, bright, happy, education, learning, growth, young, youth, friends, together, waiting, eat, serve, kitchen, facility, indoor, daylight, institution, classroom, break, recess, health, nourishment, community, future, diversity, childhood, development, background, service, care, support, routine",https://stock.adobe.com/stock-photo/id/1942031914
1908179376,"A bustling airport terminal filled with many passengers lining up. The warm sunlight creates a bright, modern atmosphere, useful for illustrating travel, waiting, journeys, and connection",https://t4.ftcdn.net/jpg/19/08/17/93/240_F_1908179376_U2E126cTfTkujw1DVrEgKy50TXISDTqg.jpg,1,1,"Oleksandr",209031060,"People",Video,video/quicktime,Standard,3840 x 2160,10 Feb 2026,"aerodrome, queue, line, travel, traveler, passenger, people, baggage, baggage, suitcase, wait, terminal, sunlight, modern, indoor, back, transportation, journey, departure, arrival, holiday, vacation, business, trip, crowd, tour tourism, aeroplane, flight, check, uniform, column, bright, warm, anticipation, motion, blur, concept, lifestyle, destination, distance, retail, commerce, holiday maker",https://stock.adobe.com/stock-photo/id/1908179376
1942044508,"Pair of hands protectively cupping a glowing fetus, embodying concepts of life, care, science, and future within a dark, abstract, medical background with research elements",https://t4.ftcdn.net/jpg/19/42/04/45/240_F_1942044508_1CObN7qenBpxVL3cIAaLE4oB5N8vWOGP.jpg,1,1,"Oleksandr",209031060,"Science",Illustration,image/jpeg,Standard,6144 x 3504,9 Mar 2026,"hand, foetus, embryo, baby, human, life, protect, care, future, hope, grow, to urbanize, medicals, science, health, biology, genetic, deoxyribonucleic acid, research, abstract, clinic, laboratory, glow, light, dark, blue, soft, digital, concept, trust, safe, nurture, support, begin, origin, fertility, creation, innovation, eltern, family, antenatal, birth, conception, wellness",https://stock.adobe.com/stock-photo/id/1942044508
1915710531,"Detailed medical illustration showcasing atherosclerosis. Depicts an artery clogged with cholesterol, highlighting heart disease. Useful for educational materials on cardiovascular health",https://t4.ftcdn.net/jpg/19/15/71/05/240_F_1915710531_MQV87F7a7wKeeMpvTf0zmL7QP24ePjGI.jpg,1,1,"Oleksandr",209031060,"Food",Video,video/quicktime,Standard,3840 x 2160,16 Feb 2026,"artery, blood, cholesterol, disease, fat, health, nubes, illustration, medicals, plaque, science, vein, anatomy, biology, cardiology, health care, medicine, circulation, deposit, narrow, risk, mobile phone, system, wall, human, body, condition, diagnosis, fats, prevention, treatment, vascular, closeup, section, symbol, graphic, diagram, orange, red, education, detail, blockage",https://stock.adobe.com/stock-photo/id/1915710531
1940419183,"Nighttime city street view with luminous modern streetlights reflecting on wet asphalt after rain, leading towards a distant urban landscape",https://t4.ftcdn.net/jpg/19/40/41/91/240_F_1940419183_HsJWPsB61dr04FCWc006g6YmFxkdHOkh.jpg,1,1,"Oleksandr",209031060,"Travel",Illustration,image/jpeg,Standard,6144 x 3504,8 Mar 2026,"night, street, city, urban, wet, rain, road, asphalt, lantern, light, illumination, dark, blue, black, calm, moody, modern, empty, architecture, building, structure, transport, journey, travel, path, pavement, perspective, lead, glow, shine, slick, vibrant, scene, lifestyle, metropolis, dusk, evening, traffic, weather, abstract, graphic, background",https://stock.adobe.com/stock-photo/id/1940419183
1935435301,"Joyful couple raise champagne toasts during a beautifully lit, elegant indoor reception, celebrating a special occasion with happiness and intimacy",https://t4.ftcdn.net/jpg/19/35/43/53/240_F_1935435301_ETiNykmU5nfUL8pM9ODuuF4OPy01LWdK.jpg,1,1,"Oleksandr",209031060,"People",Illustration,image/jpeg,Standard,6144 x 3504,4 Mar 2026,"couple, celebrate, toast, champaign, happy, romance, love, together, adult, event, reception, party, formal, elegant, luxury, smile, joy, cherish, intimate, festive, gala, dinner, man, woman, indoor, wedding, anniversary, engagement, human relationships, flute, drink, gold, light, warm, blurred, bokeh, glamour, lifestyle, hugs, cheer, style, dress, suit, social, special",https://stock.adobe.com/stock-photo/id/1935435301
1908097904,"Golden Celebration: Disco Ball Shimmers Amidst Confetti Rain, as People Dance and Celebrate at a Festive Event with Joy and Excitement in a Party Atmosphere",https://t4.ftcdn.net/jpg/19/08/09/79/240_F_1908097904_0DssgTqf37MecrN7KRSVuMyPPybGDdXK.jpg,1,1,"Oleksandr",209031060,"Graphic Resources",Illustration,image/jpeg,Standard,6144 x 3504,10 Feb 2026,"celebration, disco, ball, confetti, party, people, dance, event, festive, joy, excitement, atmosphere, nightlife, entertainment, fun, gold, light, shine, glistering, mirror, indoor, gathering, friends, lifestyle, happy, motion, movement, cheer, social, scene, bokeh, illumination, dark, glamour, elegance, luxury, spotlight, dancing, woman, man, sparkle, group, together, youth",https://stock.adobe.com/stock-photo/id/1908097904
1914170399,"Assortment of Shiny Car Parts on a Garage Floor with a Vehicle in the Background, Emblematic of Automotive Maintenance and Repair Expertise and Know-how",https://t4.ftcdn.net/jpg/19/14/17/03/240_F_1914170399_G5D26X03mG1XBwVpawd6rIU9ITDZ5K8x.jpg,1,1,"Oleksandr",209031060,"Industry",Illustration,image/jpeg,Standard,5952 x 3504,15 Feb 2026,"car, part, auto, vehicle, repair, maintenance, automotive, engine, mechanical, transportation, service, equipment, steel, metal, shiny, industry, technology, machine, wheel, garage, floor, background, component, spare, substitution, motor, shock, spring, filter, wrench, spark, plug, belt, rotor, alternator, brake, system, tuning, mechanic, expertise, solution, know-how, professional, workshop, grey",https://stock.adobe.com/stock-photo/id/1914170399
1910886847,"Plumbing Catastrophe: A Burst Pipe Unleashes Havoc on Damaged Flooring, Prompting Urgent Repairs with Tools Scattered Amidst the Water Damage and an Empty Bucket",https://t3.ftcdn.net/jpg/19/10/88/68/240_F_1910886847_W8vZKAChb5mxBei5tP9YJEOkBGBNOTa2.jpg,3,3,"Oleksandr",209031060,"Hobbies and Leisure",Illustration,image/jpeg,Standard,6144 x 3504,12 Feb 2026,"leak, plumbing, water, damage, pipe, floor, wood, repair, wrench, bucket, home, house, indoor, problem, flood, disaster, crisis, emergency, tool, fix, renovation, remodel, maintenance, wet, mess, dirty, broken, abandon, decay, texture, surface, metal, brown, chrome, steel, closeup, nobody, plumber, plumb, spill, flow, drip, puddle, leaking",https://stock.adobe.com/stock-photo/id/1910886847
1917712856,"Equal Pay: A businessman and a businesswoman standing on stacks of coins, highlighting the gender pay gap and striving for financial equality in the workplace concept",https://t3.ftcdn.net/jpg/19/17/71/28/240_F_1917712856_oUICUtgU9CGI5aVMYZPA8O77hDkz3JUS.jpg,1,1,"Oleksandr",209031060,"Business",Illustration,image/jpeg,Standard,6144 x 3504,18 Feb 2026,"pay, gap, sex, equality, businessman, businesswoman, coin, stack, financial, difference, workplace, wage, career, success, achievement, motivation, economy, finance, money, opportunity, challenge, comparison, representation, male, female, person, standing, suit, professional, corporation, wealth, earning, income, growth, leadership, ambition, struggle, discrimination, unfair, treatment, right, issue, awareness, equal",https://stock.adobe.com/stock-photo/id/1917712856
1927071860,"Man Kneel in Soaking Rain with Glowing Cross Overhead, Reflecting Spiritual Devotion and Struggle in a Somber, Atmospheric Scene of Faith",https://t3.ftcdn.net/jpg/19/27/07/18/240_F_1927071860_4Mei37II4AGoJjMajrY8VCMehhSx07or.jpg,1,1,"Oleksandr",209031060,"Buildings and Architecture",Illustration,image/jpeg,Standard,6144 x 3504,25 Feb 2026,"man, kneel, pray, meditate, worship, devotion, spirit, spirituality, faith, hope, introspection, belief, religion, cross, glow, light, illuminated, rain, storm, weather, wet, path, night, sombre, serene, calm, peace, solitude, alone, person, adult, strong, resilience, struggle, overcome, darkness, comfort, guidance, emotional, concept, symbol, christianity, journey",https://stock.adobe.com/stock-photo/id/1927071860
1929225861,"Focused student work late night on laptop, desk lamp illuminates papers, books, and coffee, emphasizing diligent study and project completion",https://t3.ftcdn.net/jpg/19/29/22/58/240_F_1929225861_YVEATyug4DQdYJ9ubpqzGQJFHWm0Lctu.jpg,1,1,"Oleksandr",209031060,"People",Illustration,image/jpeg,Standard,6144 x 3504,27 Feb 2026,"student, study, laptop, night, work, teenage, focused, desk, room, learn, education, condensed, prepare, exam, project, computer, home, male, person, young, dark, light, lamp, book, paper, note, hot drink, mug, stress, diligence, perseverance, effort, intensive, indoor, lifestyle, teenage, homework, technology, academic, sleep, challenge, dedicate, productivity, digital, boy",https://stock.adobe.com/stock-photo/id/1929225861
1904784343,"Installing a New Septic System: Grey Tank and Pipes Installation in Residential Area, Preparing the Ground with Excavation and Gravel for Efficient Waste Management Project",https://t4.ftcdn.net/jpg/19/04/78/43/240_F_1904784343_aGfk74MOgxyTeEL8ZLZXgXkWvZyuC2pA.jpg,2,1.9,"Oleksandr",209031060,"Industry",Photo,image/jpeg,Standard,6144 x 3504,7 Feb 2026,"septic, system, installation, pipe, tank, residential, home, construction, plumbing, drainage, rural, excavation, gravel, house, waste, management, project, civil, engineering, infrastructure, improvement, solution, prepare, ground, new, domestic, backyard, sewer, dig, grey, property, plumber, repair, maintenance, build, renovate, housing, suburban, clean, environment, land, site, garden, real",https://stock.adobe.com/stock-photo/id/1904784343
1712152475,"Digital documents floating in a cyberspace environment, illuminated in blue and orange hues, suggesting information technology and data management.",https://t3.ftcdn.net/jpg/17/12/15/24/240_F_1712152475_OmXJq1LohTmDRHzsnRlngvJc0vVmEFit.jpg,88,15.4,"Oleksandr",209031060,"Graphic Resources",Illustration,image/jpeg,Standard,5824 x 3264,18 Sept 2025,"datum, digital, document, cyberspace, information, technology, management, glowing, blue, orange, tech, virtual, file, record, storage, network, cloud, abstract, future, innovation, system, interface, connection, communication, computing, software, modern, online, cyberspace, electronic, archive, access, retrieval, processing, security, artificial intelligence, automation, visualisation, coding, database",https://stock.adobe.com/stock-photo/id/1712152475
1911786419,"Technician inspects large air conditioning units on a commercial rooftop during the day, ensuring proper function and energy efficiency for the building",https://t3.ftcdn.net/jpg/19/11/78/64/240_F_1911786419_E8JDx5cNRQG4rIl5Bi7j9nzXtS7JPAZq.jpg,10,10,"Oleksandr",209031060,"Industry",Illustration,image/jpeg,Standard,6144 x 3504,13 Feb 2026,"technician, inspect, air, conditioning, unit, rooftop, commercial, building, maintenance, repair, energy, efficiency, service, device, toolbox, urban, environment, man, male, adult, work, men at work, job, occupation, professional, industry, technology, system, engineer, skilled, expertise, equipment, outdoors, day, sunlight, blue, grey, white, metal, power, cooling, ventilation",https://stock.adobe.com/stock-photo/id/1911786419
1911776240,"Roadwork in Progress: A Team Effort Laying Asphalt on a Suburban Street with Compactor and Paving Machine, Focus on Precision, Teamwork, and Infrastructure Development",https://t3.ftcdn.net/jpg/19/11/77/62/240_F_1911776240_Qgs4c5pD7OVO6kHE0APpiNhBXEtLLibp.jpg,2,2,"Oleksandr",209031060,"Industry",Illustration,image/jpeg,Standard,6144 x 3504,13 Feb 2026,"roadwork, asphalt, paving, team, construction, street, urban, compactor, machine, industry, development, repair, surface, black, yellow, vest, man, men at work, job, labor, site, laying, heavy, equipment, process, progress, community, neighbourhood, suburban, house, infrastructure, improvement, skilled, trade, manual, outdoors, day, sun, transportation, engineering, project, effort, precision, teamwork, renovation",https://stock.adobe.com/stock-photo/id/1911776240
1928005228,"Vibrant Red Flower Emerge from Cracked Asphalt Road in Warm Sunlight, Symbolizing Resilience, Growth, and Hope in Adversity at Golden Hour",https://t3.ftcdn.net/jpg/19/28/00/52/240_F_1928005228_GtrsWMKcZ9njzvQ0jBXV047xEdo5hA3e.jpg,1,1,"Oleksandr",209031060,"Plants and Flowers",Illustration,image/jpeg,Standard,6144 x 3504,26 Feb 2026,"flower, fractured, asphalt, road, red, green, grow, emerge, sunlight, warm, gold, nature, life, strong, resilience, hope, overcome, strength, persevere, contrast, beauty, fragile, power, vibrant, texture, patio, urban, outdoors, garden, summer, spring, flora, concept, symbol, inspire, new, begin, earth, plant, rough, soft, bright, day, peace, wild",https://stock.adobe.com/stock-photo/id/1928005228
1906916860,"Immersive VR Racing Experience: A Young Man's Thrilling Ride in a Simulated World, Steering Wheel in Hand, Fueled by Speed and Cutting-Edge Technology on a Curved Display",https://t3.ftcdn.net/jpg/19/06/91/68/240_F_1906916860_UZKth4eRznesnCn41fzEGJnMxw0U84JP.jpg,1,1,"Oleksandr",209031060,"Technology",Photo,image/jpeg,Standard,6144 x 3504,9 Feb 2026,"virtual, reality, game, race, driver, gaming, young, man, wheel, steering, monitor, display, curved, helmet, headset, entertainment, hobby, technology, tech, futuristic, speed, car, drive, simulation, tunnel, motion, neon, colours, pink, blue, road, machine, life events, play, person, adult, digital, earth, intense, thrill, excite, engulfed, concept, lifestyle",https://stock.adobe.com/stock-photo/id/1906916860
1915197394,"Silhouette of Team Celebrating Success on Mountain Top at Sunset: Achieving Goals, Unity, Teamwork, and Inspiration on a Dramatic Mountain Scenery with Golden Light",https://t4.ftcdn.net/jpg/19/15/19/73/240_F_1915197394_x9GSmJXU4VWvbbTPmV97JkFUyU2pxunM.jpg,1,1,"Oleksandr",209031060,"Hobbies and Leisure",Illustration,image/jpeg,Standard,6144 x 3504,16 Feb 2026,"people, mountain, sunset, celebration, team, success, peak, achievement, arm, raised, sky, silhouette, travel, adventure, hike, group, togetherness, oneness, inspiration, motivate, leader, journey, view, landscape, scenic, destination, gold, light, orange, blue, tour tourism, vacation, summit, exploration, altitude, nature, rock, top, overcome, business, goal, succeed, achieve, target",https://stock.adobe.com/stock-photo/id/1915197394
1935457002,"Professional worker pressure wash outdoor concrete parking lot surface during a sunny day to remove dirt and grime, providing essential cleaning and maintenance",https://t3.ftcdn.net/jpg/19/35/45/70/240_F_1935457002_LYzpyESXY4mfyd0dVcFa21eAPmulrLDa.jpg,1,1,"Oleksandr",209031060,"Industry",Illustration,image/jpeg,Standard,6144 x 3504,4 Mar 2026,"men at work, clean, pressure, laundered, concrete, surface, parking, lot, industry, service, maintenance, professional, job, equipment, hose, tool, water, spray, cleanliness, labor, sharpened, dirt, grime, remove, sunlight, bright, day, exterior, ground, street, shoe, boot, pant, yellow, vest, blue, sky, cloud, urban, commercial, activity, power, dedication",https://stock.adobe.com/stock-photo/id/1935457002
1914162591,"Mysterious Cardboard Box Emitting Bright Light: A Symbol of Hope, Discovery, and Unveiling Potential in the Dark, a Powerful Image for Innovation, and Solutions",https://t4.ftcdn.net/jpg/19/14/16/25/240_F_1914162591_Xhu7xfLwUlXM5ed3IRqPX5I8oEQSKQ8y.jpg,1,1,"Oleksandr",209031060,"Hobbies and Leisure",Illustration,image/jpeg,Standard,6144 x 3504,15 Feb 2026,"box, light, open, cardboard, dark, bright, glow, mystery, surprise, concept, hope, discovery, potential, innovation, solution, magic, ray, illuminated, reveal, empty, container, object, gift, package, deliver, transmit, send, receiver, recieve, warehouse, storage, inside, still, life, studio, shot, table, surface, effect, dream, idea, optimism, imagination",https://stock.adobe.com/stock-photo/id/1914162591
1908174891,"A black pig is seen foraging in the forest, its snout to the ground in search of food. The scene evokes tranquility, wonder, and a connection to nature, suited for conservation, wildlife, farms",https://t3.ftcdn.net/jpg/19/08/17/48/240_F_1908174891_mEJS9jY3UvdreguBljZ3f165ArHX3OZv.jpg,1,1,"Oleksandr",209031060,"Animals",Video,video/quicktime,Standard,3840 x 2160,10 Feb 2026,"pig, black, forest, forage, animal, wildlife, nature, outdoors, wood, mammal, search, sunlight, light, grass, leaf, ground, moss, clearing, rural, countryside, environment, scene, calmness, wonder, connection, conservation, farm, farm animal, fauna, flora, earth, boar, hog, domestic, explore, root, eat, snout, walk, day, outside, eurasian, sus, natural",https://stock.adobe.com/stock-photo/id/1908174891
1910882387,"Portrait of a Confident Logger in Flannel Shirt Standing Before a Loaded Logging Truck in a Forest at Dusk. A Symbol of the Timber Industry and Rural Life",https://t4.ftcdn.net/jpg/19/10/88/23/240_F_1910882387_mom2EpOr2W22eMwA3vRXBq1O9hiU2wlK.jpg,1,1,"Oleksandr",209031060,"People",Illustration,image/jpeg,Standard,6144 x 3504,12 Feb 2026,"logger, truck, logging, forest, man, portrait, flannel, shirt, wood, tree, outdoors, work, industry, transportation, nature, rural, male, confidence, strong, tough, american, dusk, sunset, vehicle, timbering, job, career, professional, heavy, equipment, driver, adult, person, beard, cap, log, transport, country, lifestyle, road, tire, wheel, machine, evening, service",https://stock.adobe.com/stock-photo/id/1910882387
1909641153,"Doctor Experience Virtual Reality for Medical Training in Hospital Corridor: Innovation in Healthcare with Futuristic VR Headset Simulation for Education",https://t4.ftcdn.net/jpg/19/09/64/11/240_F_1909641153_f8wgftC5TWOut4FeBw6SyttCFccIG97H.jpg,1,1,"Oleksandr",209031060,"People",Illustration,image/jpeg,Standard,6144 x 3504,11 Feb 2026,"doctor, headset, hospital, technology, medicals, virtual, reality, simulation, corridor, health care, innovation, medicine, future, training, wearable, device, white, blue, hallway, modern, professional, male, man, gown, stethoscope, learn, educate, diagnose, treat, patient, care, research, science, equipment, digital, augment, instructing, practice, advance, explore, discover, interface",https://stock.adobe.com/stock-photo/id/1909641153
1917705184,"Elegant Asian Watercolor Painting: Branches Adorned with Delicate Pink Blossoms, Creating a Serene and Peaceful Atmosphere, Perfect for Adding a Touch of Tranquility",https://t4.ftcdn.net/jpg/19/17/70/51/240_F_1917705184_rbkbg7RdAn6UeUnIHKbWk2IQj5LIK1T6.jpg,1,1,"Oleksandr",209031060,"Plants and Flowers",Illustration,image/jpeg,Standard,6144 x 3504,18 Feb 2026,"watercolor, painting, asian, cherry, blossom, tree branch, flower, floral, art, design, background, spring, bloom, pink, white, minimalist, elegant, tranquil, serene, nature, botanical, oriental, chinese, japanese, illustration, artwork, calm, peaceful, zen, romantic, soft, delicate, motif, graphic, textile, pattern, decorative, wall, paper, ink, laundered, east",https://stock.adobe.com/stock-photo/id/1917705184
1911778703,"Doctor Balances Scales of Justice and Healthcare: Professional Medical Equilibrium in Modern Clinic ? Integrity, Ethical Dilemmas, and Legal Considerations",https://t4.ftcdn.net/jpg/19/11/77/87/240_F_1911778703_GYdaW861dsT74FCAruF7bDI3ANs2lXUt.jpg,1,1,"Oleksandr",209031060,"People",Illustration,image/jpeg,Standard,6144 x 3504,13 Feb 2026,"doctor, scale, balance, medicals, ethic, justice, health care, professional, clinic, hallway, hospital, medicine, law, legal, dilemma, decision, making, integrity, equilibrium, equality, responsibility, trust, care, health, wellness, physician, uniform, stethoscope, man, male, adult, patient, symbol, concept, metaphor, modern, indoor, clinical, expertise, determination, strength, occupation, portrait",https://stock.adobe.com/stock-photo/id/1911778703
